data_loss,loss,accuracy
1.5319921970367432,1.525040626525879,0.4505000114440918
1.730303406715393,2.1184258460998535,0.4467499852180481
1.5871708393096924,1.6396547555923462,0.44530001282691956
1.5536097288131714,1.5772398710250854,0.4247000217437744
1.559929609298706,1.5835579633712769,0.43870002031326294
1.556848168373108,1.579635739326477,0.45069995522499084
1.5325069427490234,1.5577987432479858,0.4478999972343445
1.5291568040847778,1.5501121282577515,0.4408000111579895
1.5338294506072998,1.5565353631973267,0.44520002603530884
1.5152419805526733,1.5363601446151733,0.4580000042915344
1.524231195449829,1.5459020137786865,0.4431000351905823
1.5076797008514404,1.5291728973388672,0.45249995589256287
1.5049761533737183,1.5272905826568604,0.4488000273704529
1.5068765878677368,1.5281161069869995,0.45339998602867126
1.5030030012130737,1.5237674713134766,0.4504000246524811
1.5016319751739502,1.5228235721588135,0.45030003786087036
1.5005415678024292,1.522301435470581,0.45339998602867126
1.4960805177688599,1.5173090696334839,0.4504000246524811
1.4905284643173218,1.5126261711120605,0.450700044631958
1.4927489757537842,1.5149643421173096,0.4593999981880188
1.492735505104065,1.5156642198562622,0.4575999677181244
1.5013842582702637,1.5253713130950928,0.4625999927520752
1.4936784505844116,1.516460657119751,0.459199994802475
1.4916114807128906,1.5156203508377075,0.46289998292922974
1.4895325899124146,1.5137826204299927,0.4603000283241272
1.4869811534881592,1.5105221271514893,0.4588000178337097
1.4866069555282593,1.5106472969055176,0.4592999815940857
1.481885313987732,1.5054373741149902,0.4658999443054199
1.4829732179641724,1.5062602758407593,0.4625999927520752
1.4920339584350586,1.5166598558425903,0.4672999978065491
1.476637601852417,1.5010713338851929,0.47040000557899475
